onset	duration	trial_type	value	sample
47.584	0.0	fixation pre 1	81	47584
51.393	0.0	localizer Face distractor onset	101	51393
52.274	0.0	localizer sound coin	31	52274
54.381	0.0	localizer House onset	2	54381
58.051	0.0	localizer Cat onset	3	58051
61.239	0.0	localizer Cat onset	3	61239
65.26	0.0	localizer Chair onset	5	65260
67.864	0.0	localizer Face onset	1	67864
68.628	0.0	localizer sound error	30	68628
70.267	0.0	localizer Cat distractor onset	103	70267
70.931	0.0	localizer sound coin	31	70931
73.055	0.0	localizer Shoe onset	4	73055
77.343	0.0	localizer House distractor onset	102	77343
77.974	0.0	localizer sound coin	31	77974
80.464	0.0	localizer House onset	2	80464
84.203	0.0	localizer Shoe onset	4	84203
88.241	0.0	localizer Face onset	1	88241
92.112	0.0	localizer Chair onset	5	92112
95.367	0.0	localizer Chair onset	5	95367
99.79	0.0	localizer Shoe distractor onset	104	99790
100.654	0.0	localizer sound coin	31	100654
103.546	0.0	localizer Chair onset	5	103546
106.782	0.0	localizer House onset	2	106782
109.219	0.0	localizer Face onset	1	109219
112.089	0.0	localizer Face onset	1	112089
115.644	0.0	localizer Shoe onset	4	115644
118.397	0.0	localizer Shoe onset	4	118397
121.618	0.0	localizer Cat onset	3	121618
125.257	0.0	localizer House onset	2	125257
127.859	0.0	localizer Chair distractor onset	105	127859
128.59	0.0	localizer sound coin	31	128590
130.664	0.0	localizer Cat onset	3	130664
134.281	0.0	fixation pre 2	82	134281
137.789	0.0	cue Face	11	137789
141.135	0.0	sequence Chair onset	25	141135
141.741	0.0	sequence House onset	22	141741
142.358	0.0	sequence Cat onset	23	142358
142.976	0.0	sequence Face onset	21	142976
143.593	0.0	sequence Shoe onset	24	143593
144.211	0.0	Sequence Buffer start	61	144211
150.343	0.0	Sequence Buffer stop	62	150343
151.237	0.0	sequencesound coin	71	151237
151.739	0.0	cue Face	11	151739
155.057	0.0	sequence House onset	22	155057
155.225	0.0	sequence Cat onset	23	155225
155.392	0.0	sequence Shoe onset	24	155392
155.559	0.0	sequence Face onset	21	155559
155.726	0.0	sequence Chair onset	25	155726
155.893	0.0	Sequence Buffer start	61	155893
164.286	0.0	Sequence Buffer stop	62	164286
166.524	0.0	sequencesound coin	71	166524
167.03	0.0	cue Cat	13	167030
170.339	0.0	sequence Face onset	21	170339
170.462	0.0	sequence Chair onset	25	170462
170.595	0.0	sequence House onset	22	170595
170.729	0.0	sequence Cat onset	23	170729
170.862	0.0	sequence Shoe onset	24	170862
170.996	0.0	Sequence Buffer start	61	170996
179.529	0.0	Sequence Buffer stop	62	179529
180.626	0.0	sequencesound coin	71	180626
181.13	0.0	cue Face	11	181130
184.441	0.0	sequence Shoe onset	24	184441
184.681	0.0	sequence House onset	22	184681
184.914	0.0	sequence Chair onset	25	184914
185.148	0.0	sequence Face onset	21	185148
185.381	0.0	sequence Cat onset	23	185381
185.615	0.0	Sequence Buffer start	61	185615
193.68	0.0	Sequence Buffer stop	62	193680
194.895	0.0	sequencesound coin	71	194895
195.398	0.0	cue Chair	15	195398
198.71	0.0	sequence Shoe onset	24	198710
198.833	0.0	sequence Face onset	21	198833
198.966	0.0	sequence Cat onset	23	198966
199.1	0.0	sequence Chair onset	25	199100
199.233	0.0	sequence House onset	22	199233
199.367	0.0	Sequence Buffer start	61	199367
207.909	0.0	Sequence Buffer stop	62	207909
209.213	0.0	sequencesound coin	71	209213
209.715	0.0	cue Cat	13	209715
213.028	0.0	sequence House onset	22	213028
213.203	0.0	sequence Face onset	21	213203
213.368	0.0	sequence Cat onset	23	213368
213.535	0.0	sequence Chair onset	25	213535
213.702	0.0	sequence Shoe onset	24	213702
213.869	0.0	Sequence Buffer start	61	213869
222.242	0.0	Sequence Buffer stop	62	222242
224.501	0.0	sequencesound coin	71	224501
225.003	0.0	cue Face	11	225003
228.316	0.0	sequence House onset	22	228316
228.939	0.0	sequence Chair onset	25	228939
229.556	0.0	sequence Cat onset	23	229556
230.174	0.0	sequence Face onset	21	230174
230.791	0.0	sequence Shoe onset	24	230791
231.409	0.0	Sequence Buffer start	61	231409
237.563	0.0	Sequence Buffer stop	62	237563
238.702	0.0	sequencesound coin	71	238702
239.203	0.0	cue Face	11	239203
242.518	0.0	sequence Shoe onset	24	242518
242.74	0.0	sequence House onset	22	242740
242.974	0.0	sequence Chair onset	25	242974
243.208	0.0	sequence Cat onset	23	243208
243.441	0.0	sequence Face onset	21	243441
243.675	0.0	Sequence Buffer start	61	243675
251.74	0.0	Sequence Buffer stop	62	251740
252.904	0.0	sequencesound coin	71	252904
253.405	0.0	fixation pre 1	81	253405
257.213	0.0	localizer Shoe onset	4	257213
260.117	0.0	localizer Shoe distractor onset	104	260117
260.865	0.0	localizer sound coin	31	260865
263.788	0.0	localizer Face onset	1	263788
267.277	0.0	localizer Chair onset	5	267277
270.247	0.0	localizer Face distractor onset	101	270247
270.894	0.0	localizer sound coin	31	270894
273.151	0.0	localizer Cat onset	3	273151
276.638	0.0	localizer Face onset	1	276638
280.344	0.0	localizer Face onset	1	280344
283.549	0.0	localizer House onset	2	283549
286.152	0.0	localizer House onset	2	286152
290.024	0.0	localizer Chair onset	5	290024
293.978	0.0	localizer Chair distractor onset	105	293978
294.792	0.0	localizer sound coin	31	294792
296.949	0.0	localizer Shoe onset	4	296949
299.035	0.0	localizer Cat onset	3	299035
301.655	0.0	localizer House distractor onset	102	301655
302.369	0.0	localizer sound coin	31	302369
305.327	0.0	localizer Shoe onset	4	305327
308.782	0.0	localizer House onset	2	308782
312.286	0.0	localizer Face onset	1	312286
315.156	0.0	localizer Shoe onset	4	315156
317.959	0.0	localizer Chair onset	5	317959
320.83	0.0	localizer Cat distractor onset	103	320830
321.578	0.0	localizer sound coin	31	321578
324.719	0.0	localizer Chair onset	5	324719
328.006	0.0	localizer House onset	2	328006
331.644	0.0	localizer Cat onset	3	331644
335.065	0.0	localizer Cat onset	3	335065
338.383	0.0	fixation pre 2	82	338383
341.891	0.0	cue Cat	13	341891
345.202	0.0	sequence House onset	22	345202
345.359	0.0	sequence Cat onset	23	345359
345.525	0.0	sequence Shoe onset	24	345525
345.692	0.0	sequence Face onset	21	345692
345.859	0.0	sequence Chair onset	25	345859
346.026	0.0	Sequence Buffer start	61	346026
354.412	0.0	Sequence Buffer stop	62	354412
355.523	0.0	sequencesound coin	71	355523
356.024	0.0	cue Face	11	356024
359.337	0.0	sequence Shoe onset	24	359337
359.56	0.0	sequence House onset	22	359560
359.794	0.0	sequence Chair onset	25	359794
360.028	0.0	sequence Face onset	21	360028
360.261	0.0	sequence Cat onset	23	360261
360.495	0.0	Sequence Buffer start	61	360495
368.563	0.0	Sequence Buffer stop	62	368563
369.558	0.0	sequencesound coin	71	369558
370.059	0.0	cue Chair	15	370059
373.373	0.0	sequence House onset	22	373373
373.545	0.0	sequence Face onset	21	373545
373.712	0.0	sequence Cat onset	23	373712
373.879	0.0	sequence Chair onset	25	373879
374.046	0.0	sequence Shoe onset	24	374046
374.213	0.0	Sequence Buffer start	61	374213
382.61	0.0	Sequence Buffer stop	62	382610
385.111	0.0	sequence sound error	70	385111
385.613	0.0	cue Face	11	385613
388.927	0.0	sequence Shoe onset	24	388927
389.049	0.0	sequence Face onset	21	389049
389.183	0.0	sequence Cat onset	23	389183
389.316	0.0	sequence Chair onset	25	389316
389.45	0.0	sequence House onset	22	389450
389.584	0.0	Sequence Buffer start	61	389584
398.113	0.0	Sequence Buffer stop	62	398113
399.063	0.0	sequencesound coin	71	399063
399.567	0.0	cue House	12	399567
402.878	0.0	sequence Face onset	21	402878
403.018	0.0	sequence Chair onset	25	403018
403.151	0.0	sequence House onset	22	403151
403.285	0.0	sequence Cat onset	23	403285
403.418	0.0	sequence Shoe onset	24	403418
403.552	0.0	Sequence Buffer start	61	403552
412.082	0.0	Sequence Buffer stop	62	412082
413.098	0.0	sequencesound coin	71	413098
413.601	0.0	cue Chair	15	413601
416.913	0.0	sequence Chair onset	25	416913
417.537	0.0	sequence House onset	22	417537
418.154	0.0	sequence Cat onset	23	418154
418.772	0.0	sequence Face onset	21	418772
419.389	0.0	sequence Shoe onset	24	419389
420.007	0.0	Sequence Buffer start	61	420007
426.155	0.0	Sequence Buffer stop	62	426155
427.117	0.0	sequencesound coin	71	427117
427.62	0.0	cue Face	11	427620
430.932	0.0	sequence House onset	22	430932
431.539	0.0	sequence Chair onset	25	431539
432.156	0.0	sequence Cat onset	23	432156
432.773	0.0	sequence Face onset	21	432773
433.391	0.0	sequence Shoe onset	24	433391
434.009	0.0	Sequence Buffer start	61	434009
440.15	0.0	Sequence Buffer stop	62	440150
441.018	0.0	sequencesound coin	71	441018
441.522	0.0	cue Cat	13	441522
444.833	0.0	sequence Shoe onset	24	444833
445.057	0.0	sequence House onset	22	445057
445.307	0.0	sequence Chair onset	25	445307
445.54	0.0	sequence Cat onset	23	445540
445.774	0.0	sequence Face onset	21	445774
446.008	0.0	Sequence Buffer start	61	446008
454.066	0.0	Sequence Buffer stop	62	454066
454.97	0.0	sequencesound coin	71	454970
462.212	0.0	Break stop	92	462212
462.223	0.0	fixation pre 1	81	462223
466.021	0.0	localizer Face onset	1	466021
470.36	0.0	localizer Shoe onset	4	470360
473.532	0.0	localizer Cat onset	3	473532
476.768	0.0	localizer Face distractor onset	101	476768
477.583	0.0	localizer sound coin	31	477583
479.856	0.0	localizer Cat onset	3	479856
483.427	0.0	localizer Cat onset	3	483427
486.281	0.0	localizer Shoe onset	4	486281
489.501	0.0	localizer Chair onset	5	489501
492.539	0.0	localizer Shoe onset	4	492539
495.66	0.0	localizer Shoe distractor onset	104	495660
496.457	0.0	localizer sound coin	31	496457
499.348	0.0	localizer Face onset	1	499348
502.77	0.0	localizer House distractor onset	102	502770
503.5	0.0	localizer sound coin	31	503500
505.54	0.0	localizer Face onset	1	505540
509.513	0.0	localizer Face onset	1	509513
512.365	0.0	localizer Chair onset	5	512365
516.321	0.0	localizer House onset	2	516321
520.26	0.0	localizer House onset	2	520260
523.597	0.0	localizer Shoe onset	4	523597
527.586	0.0	localizer House onset	2	527586
531.24	0.0	localizer Chair onset	5	531240
534.494	0.0	localizer Chair distractor onset	105	534494
535.292	0.0	localizer sound coin	31	535292
536.664	0.0	localizer Cat onset	3	536664
539.551	0.0	localizer House onset	2	539551
542.989	0.0	localizer Cat distractor onset	103	542989
543.786	0.0	localizer sound coin	31	543786
546.46	0.0	localizer Chair onset	5	546460
548.526	0.0	fixation pre 2	82	548526
552.031	0.0	cue Cat	13	552031
555.345	0.0	sequence Shoe onset	24	555345
555.585	0.0	sequence House onset	22	555585
555.819	0.0	sequence Chair onset	25	555819
556.052	0.0	sequence Face onset	21	556052
556.286	0.0	sequence Cat onset	23	556286
556.52	0.0	Sequence Buffer start	61	556520
564.594	0.0	Sequence Buffer stop	62	564594
565.416	0.0	sequencesound coin	71	565416
565.918	0.0	cue Shoe	14	565918
