onset	duration	subject	session	condition	trial_type	stim_label	key_down	orientation	interval_time	response_time	accuracy	stim_index	serial_position	key_expected	key_pressed	choice_left	choice_right	choice_correct
1.2529899000001024	0.9448	sub-08	1	instruction	instruction	language_selection	german	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
27.65235279999979	0.4994	sub-08	1	localizer	stimulus	Gesicht	NaN	0	2.935707000000548	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
28.13521659999969	2.9357	sub-08	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.3718202	0.4996	sub-08	1	localizer	stimulus	Schuh	NaN	0	2.16821390000041	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
31.854927299999872	2.1682	sub-08	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.324220100000275	0.4995	sub-08	1	localizer	stimulus	Haus	NaN	0	2.935637300000053	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
34.80720819999988	2.9356	sub-08	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.04388840000047	0.4995	sub-08	1	localizer	stimulus	Schuh	NaN	0	2.5186641999998827	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
38.52682999999979	2.5187	sub-08	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.34657940000034	0.4996	sub-08	1	localizer	stimulus	Katze	NaN	0	2.4851809000001595	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
41.829615399999966	2.4852	sub-08	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.61585620000005	0.4996	sub-08	1	localizer	stimulus	Gesicht	NaN	0	2.5018659000006664	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
