onset	duration	trial_type	value	sample
44.276	0.0	fixation pre 1	81	44276
48.085	0.0	localizer Face onset	1	48085
51.792	0.0	localizer Shoe distractor onset	104	51792
52.687	0.0	localizer sound coin	31	52687
55.413	0.0	localizer Chair onset	5	55413
57.699	0.0	localizer Cat onset	3	57699
61.569	0.0	localizer Chair onset	5	61569
64.557	0.0	localizer House onset	2	64557
67.778	0.0	localizer Chair distractor onset	105	67778
68.442	0.0	localizer sound coin	31	68442
71.132	0.0	localizer Chair onset	5	71132
74.186	0.0	localizer Face distractor onset	101	74186
74.9	0.0	localizer sound coin	31	74900
76.873	0.0	localizer Face onset	1	76873
80.477	0.0	localizer Chair onset	5	80477
83.431	0.0	localizer Shoe onset	4	83431
86.82	0.0	localizer House onset	2	86820
90.875	0.0	localizer House onset	2	90875
93.628	0.0	localizer Cat distractor onset	103	93628
94.392	0.0	localizer sound coin	31	94392
96.749	0.0	localizer Face onset	1	96749
99.939	0.0	localizer House distractor onset	102	99939
100.634	0.0	localizer sound coin	31	100634
103.808	0.0	localizer Face onset	1	103808
107.513	0.0	localizer Cat onset	3	107513
111.268	0.0	localizer Cat onset	3	111268
114.79	0.0	localizer House onset	2	114790
117.359	0.0	localizer Shoe onset	4	117359
121.365	0.0	localizer Cat onset	3	121365
124.786	0.0	localizer Shoe onset	4	124786
128.307	0.0	localizer Shoe onset	4	128307
131.291	0.0	fixation pre 2	82	131291
134.798	0.0	cue Cat	13	134798
138.146	0.0	sequence Face onset	21	138146
138.317	0.0	sequence Shoe onset	24	138317
138.483	0.0	sequence Chair onset	25	138483
138.65	0.0	sequence House onset	22	138650
138.817	0.0	sequence Cat onset	23	138817
138.984	0.0	Sequence Buffer start	61	138984
147.353	0.0	Sequence Buffer stop	62	147353
148.531	0.0	sequencesound coin	71	148531
149.035	0.0	cue Chair	15	149035
152.348	0.0	sequence House onset	22	152348
152.518	0.0	sequence Face onset	21	152518
152.685	0.0	sequence Shoe onset	24	152685
152.853	0.0	sequence Chair onset	25	152853
153.019	0.0	sequence Cat onset	23	153019
153.186	0.0	Sequence Buffer start	61	153186
161.582	0.0	Sequence Buffer stop	62	161582
162.716	0.0	sequencesound coin	71	162716
163.218	0.0	cue Cat	13	163218
166.531	0.0	sequence Face onset	21	166531
166.671	0.0	sequence Shoe onset	24	166671
166.804	0.0	sequence Chair onset	25	166804
166.937	0.0	sequence Cat onset	23	166937
167.071	0.0	sequence House onset	22	167071
167.205	0.0	Sequence Buffer start	61	167205
175.733	0.0	Sequence Buffer stop	62	175733
177.302	0.0	sequencesound coin	71	177302
177.806	0.0	cue House	12	177806
181.117	0.0	sequence Chair onset	25	181117
181.74	0.0	sequence Shoe onset	24	181740
182.358	0.0	sequence Cat onset	23	182358
182.975	0.0	sequence Face onset	21	182975
183.594	0.0	sequence House onset	22	183594
184.21	0.0	Sequence Buffer start	61	184210
190.352	0.0	Sequence Buffer stop	62	190352
191.871	0.0	sequencesound coin	71	191871
192.375	0.0	cue Face	11	192375
195.69	0.0	sequence Chair onset	25	195690
195.926	0.0	sequence Shoe onset	24	195926
196.159	0.0	sequence Cat onset	23	196159
196.393	0.0	sequence House onset	22	196393
196.626	0.0	sequence Face onset	21	196626
196.86	0.0	Sequence Buffer start	61	196860
204.919	0.0	Sequence Buffer stop	62	204919
206.34	0.0	sequencesound coin	71	206340
206.843	0.0	cue Chair	15	206843
210.155	0.0	sequence Shoe onset	24	210155
210.294	0.0	sequence Cat onset	23	210294
210.428	0.0	sequence Chair onset	25	210428
210.561	0.0	sequence House onset	22	210561
210.695	0.0	sequence Face onset	21	210695
210.829	0.0	Sequence Buffer start	61	210829
219.356	0.0	Sequence Buffer stop	62	219356
220.342	0.0	sequencesound coin	71	220342
220.845	0.0	cue Face	11	220845
224.157	0.0	sequence Chair onset	25	224157
224.78	0.0	sequence House onset	22	224780
225.398	0.0	sequence Shoe onset	24	225398
226.015	0.0	sequence Face onset	21	226015
226.633	0.0	sequence Cat onset	23	226633
227.25	0.0	Sequence Buffer start	61	227250
233.403	0.0	Sequence Buffer stop	62	233403
234.361	0.0	sequencesound coin	71	234361
234.864	0.0	cue Shoe	14	234864
238.175	0.0	sequence Cat onset	23	238175
238.398	0.0	sequence Shoe onset	24	238398
238.632	0.0	sequence Face onset	21	238632
238.865	0.0	sequence House onset	22	238865
239.099	0.0	sequence Chair onset	25	239099
239.333	0.0	Sequence Buffer start	61	239333
247.398	0.0	Sequence Buffer stop	62	247398
248.312	0.0	sequencesound coin	71	248312
248.813	0.0	fixation pre 1	81	248813
252.621	0.0	localizer Shoe onset	4	252621
256.059	0.0	localizer Shoe distractor onset	104	256059
256.706	0.0	localizer sound coin	31	256706
259.463	0.0	localizer Face onset	1	259463
263.135	0.0	localizer House onset	2	263135
266.756	0.0	localizer Chair onset	5	266756
269.36	0.0	localizer Cat onset	3	269360
272.53	0.0	localizer Cat onset	3	272530
275.968	0.0	localizer Chair onset	5	275968
278.722	0.0	localizer Shoe onset	4	278722
282.644	0.0	localizer Cat distractor onset	103	282644
283.341	0.0	localizer sound coin	31	283341
285.898	0.0	localizer Shoe onset	4	285898
289.386	0.0	localizer House distractor onset	102	289386
290.133	0.0	localizer sound coin	31	290133
293.525	0.0	localizer Cat onset	3	293525
296.831	0.0	localizer Face onset	1	296831
299.75	0.0	localizer Face onset	1	299750
302.953	0.0	localizer Chair distractor onset	105	302953
303.651	0.0	localizer sound coin	31	303651
306.391	0.0	localizer Chair onset	5	306391
309.028	0.0	localizer Face onset	1	309028
311.748	0.0	localizer Shoe onset	4	311748
314.585	0.0	localizer Chair onset	5	314585
318.007	0.0	localizer House onset	2	318007
321.128	0.0	localizer Face distractor onset	101	321128
321.841	0.0	localizer sound coin	31	321841
325.066	0.0	localizer Cat onset	3	325066
328.955	0.0	localizer House onset	2	328955
332.743	0.0	localizer House onset	2	332743
334.892	0.0	fixation pre 2	82	334892
338.398	0.0	cue House	12	338398
341.712	0.0	sequence Face onset	21	341712
341.868	0.0	sequence Shoe onset	24	341868
342.034	0.0	sequence Chair onset	25	342034
342.201	0.0	sequence House onset	22	342201
342.368	0.0	sequence Cat onset	23	342368
342.535	0.0	Sequence Buffer start	61	342535
350.928	0.0	Sequence Buffer stop	62	350928
351.865	0.0	sequencesound coin	71	351865
352.368	0.0	cue Face	11	352368
355.68	0.0	sequence Shoe onset	24	355680
355.819	0.0	sequence Cat onset	23	355819
355.953	0.0	sequence Chair onset	25	355953
356.086	0.0	sequence House onset	22	356086
356.22	0.0	sequence Face onset	21	356220
356.354	0.0	Sequence Buffer start	61	356354
364.897	0.0	Sequence Buffer stop	62	364897
365.817	0.0	sequence sound error	70	365817
366.32	0.0	cue Chair	15	366320
369.631	0.0	sequence Cat onset	23	369631
369.871	0.0	sequence Shoe onset	24	369871
370.104	0.0	sequence Face onset	21	370104
370.338	0.0	sequence House onset	22	370338
370.572	0.0	sequence Chair onset	25	370572
370.806	0.0	Sequence Buffer start	61	370806
378.866	0.0	Sequence Buffer stop	62	378866
380.202	0.0	sequencesound coin	71	380202
380.704	0.0	cue House	12	380704
384.018	0.0	sequence Chair onset	25	384018
384.624	0.0	sequence Shoe onset	24	384624
385.241	0.0	sequence Cat onset	23	385241
385.859	0.0	sequence Face onset	21	385859
386.476	0.0	sequence House onset	22	386476
387.094	0.0	Sequence Buffer start	61	387094
393.251	0.0	Sequence Buffer stop	62	393251
394.171	0.0	sequencesound coin	71	394171
394.672	0.0	cue House	12	394672
397.986	0.0	sequence Face onset	21	397986
398.109	0.0	sequence Shoe onset	24	398109
398.242	0.0	sequence Chair onset	25	398242
398.375	0.0	sequence Cat onset	23	398375
398.509	0.0	sequence House onset	22	398509
398.642	0.0	Sequence Buffer start	61	398642
407.167	0.0	Sequence Buffer stop	62	407167
408.055	0.0	sequencesound coin	71	408055
408.558	0.0	cue Cat	13	408558
411.87	0.0	sequence Chair onset	25	411870
412.11	0.0	sequence Shoe onset	24	412110
412.347	0.0	sequence Cat onset	23	412347
412.577	0.0	sequence House onset	22	412577
412.811	0.0	sequence Face onset	21	412811
413.045	0.0	Sequence Buffer start	61	413045
421.11	0.0	Sequence Buffer stop	62	421110
421.924	0.0	sequencesound coin	71	421924
422.427	0.0	cue Shoe	14	422427
425.739	0.0	sequence Chair onset	25	425739
426.345	0.0	sequence House onset	22	426345
426.963	0.0	sequence Shoe onset	24	426963
427.58	0.0	sequence Face onset	21	427580
428.198	0.0	sequence Cat onset	23	428198
428.816	0.0	Sequence Buffer start	61	428816
434.949	0.0	Sequence Buffer stop	62	434949
436.293	0.0	sequencesound coin	71	436293
436.794	0.0	cue Shoe	14	436794
440.109	0.0	sequence House onset	22	440109
440.28	0.0	sequence Face onset	21	440280
440.447	0.0	sequence Shoe onset	24	440447
440.614	0.0	sequence Chair onset	25	440614
440.781	0.0	sequence Cat onset	23	440781
440.948	0.0	Sequence Buffer start	61	440948
449.334	0.0	Sequence Buffer stop	62	449334
450.661	0.0	sequencesound coin	71	450661
460.024	0.0	Break stop	92	460024
460.034	0.0	fixation pre 1	81	460034
463.832	0.0	localizer House onset	2	463832
467.387	0.0	localizer House onset	2	467387
471.259	0.0	localizer Cat distractor onset	103	471259
471.956	0.0	localizer sound coin	31	471956
473.862	0.0	localizer House onset	2	473862
477.099	0.0	localizer Chair onset	5	477099
480.17	0.0	localizer Shoe onset	4	480170
483.357	0.0	localizer Cat onset	3	483357
486.128	0.0	localizer Shoe onset	4	486128
489.632	0.0	localizer Shoe distractor onset	104	489632
490.28	0.0	localizer sound coin	31	490280
492.803	0.0	localizer Chair onset	5	492803
495.457	0.0	localizer Chair distractor onset	105	495457
496.121	0.0	localizer sound coin	31	496121
499.128	0.0	localizer Cat onset	3	499128
502.917	0.0	localizer Face distractor onset	101	502917
503.597	0.0	localizer sound coin	31	503597
505.386	0.0	localizer Cat onset	3	505386
509.425	0.0	localizer Cat onset	3	509425
513.03	0.0	localizer Chair onset	5	513030
515.584	0.0	localizer House distractor onset	102	515584
516.314	0.0	localizer sound coin	31	516314
518.622	0.0	localizer Shoe onset	4	518622
521.508	0.0	localizer Face onset	1	521508
525.38	0.0	localizer House onset	2	525380
529.051	0.0	localizer Face onset	1	529051
531.488	0.0	localizer Face onset	1	531488
534.325	0.0	localizer Chair onset	5	534325
538.764	0.0	localizer Face onset	1	538764
541.351	0.0	localizer Shoe onset	4	541351
544.351	0.0	fixation pre 2	82	544351
547.857	0.0	cue Chair	15	547857
551.17	0.0	sequence Cat onset	23	551170
551.41	0.0	sequence Shoe onset	24	551410
551.644	0.0	sequence Face onset	21	551644
551.877	0.0	sequence House onset	22	551877
552.111	0.0	sequence Chair onset	25	552111
552.345	0.0	Sequence Buffer start	61	552345
560.408	0.0	Sequence Buffer stop	62	560408
561.508	0.0	sequencesound coin	71	561508
562.011	0.0	cue Face	11	562011
565.322	0.0	sequence Chair onset	25	565322
