onset	duration	subject	session	condition	trial_type	stim_label	key_down	orientation	interval_time	response_time	accuracy	stim_index	serial_position	key_expected	key_pressed	choice_left	choice_right	choice_correct
1.2653725000000122	3.5331	sub-20	1	instruction	instruction	language_selection	german	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.06098120000024	0.4995	sub-20	1	localizer	stimulus	Stuhl	NaN	0	3.0856426000000283	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.54393800000025	3.0856	sub-20	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.93074160000015	0.4995	sub-20	1	localizer	stimulus	Katze	NaN	0	2.4351466999996774	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.41373790000034	2.4351	sub-20	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.15002249999998	0.4995	sub-20	1	localizer	stimulus	Schuh	NaN	0	2.2516442000001007	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
47.63306610000018	2.2516	sub-20	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.18582080000033	0.4995	sub-20	1	localizer	stimulus	Schuh	NaN	180	2.168258899999728	0.6604153999996925	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.66881970000031	2.1683	sub-20	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.13819319999993	0.4995	sub-20	1	localizer	stimulus	Katze	NaN	0	3.0024726999999984	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.62120750000031	3.0025	sub-20	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.924575	0.4997	sub-20	1	localizer	stimulus	Katze	NaN	180	2.218242200000077	0.5376415999999153	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
57.40769050000017	2.2182	sub-20	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
