onset	duration	subject	session	condition	trial_type	stim_label	key_down	orientation	interval_time	response_time	accuracy	stim_index	serial_position	key_expected	key_pressed	choice_left	choice_right	choice_correct
1.2977431000008437	1.0918	sub-17	1	instruction	instruction	language_selection	german	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.68429640000068	0.4995	sub-17	1	localizer	stimulus	Schuh	NaN	0	2.935530199999441	0.468	0.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
37.16726460000064	2.9355	sub-17	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.40402810000069	0.4994	sub-17	1	localizer	stimulus	Stuhl	NaN	0	2.0016587000000143	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.88691250000011	2.0017	sub-17	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.18953050000073	0.4996	sub-17	1	localizer	stimulus	Stuhl	NaN	0	1.9516051000000516	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.67258650000076	1.9516	sub-17	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
45.92507540000042	0.4994	sub-17	1	localizer	stimulus	Katze	NaN	0	2.0014369000000443	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.40803750000032	2.0014	sub-17	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
48.71063670000058	0.4994	sub-17	1	localizer	stimulus	Haus	NaN	0	1.434454100000039	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.19356870000047	1.4345	sub-17	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.929112100000566	0.4994	sub-17	1	localizer	stimulus	Katze	NaN	180	3.202561899999637	0.5675	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
51.41202130000056	3.2026	sub-17	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
54.91577810000035	0.4997	sub-17	1	localizer	stimulus	Gesicht	NaN	0	2.084636900000085	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
55.39891970000008	2.0846	sub-17	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
