onset	duration	subject	session	condition	trial_type	stim_label	key_down	orientation	interval_time	response_time	accuracy	stim_index	serial_position	key_expected	key_pressed	choice_left	choice_right	choice_correct
1.3178129000007175	0.8919	sub-18	1	instruction	instruction	language_selection	german	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
32.81832300000042	0.4996	sub-18	1	localizer	stimulus	Katze	NaN	0	2.118192399999309	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
33.30128360000072	2.1182	sub-18	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
35.720560300000216	0.4996	sub-18	1	localizer	stimulus	Katze	NaN	0	2.8020643999998356	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.20367250000072	2.8021	sub-18	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.30684790000032	0.4995	sub-18	1	localizer	stimulus	Haus	NaN	0	2.01813570000013	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.78984870000022	2.0181	sub-18	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.10911700000088	0.4996	sub-18	1	localizer	stimulus	Katze	NaN	0	1.5679949999994278	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
42.59207050000077	1.568	sub-18	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.46095700000024	0.4998	sub-18	1	localizer	stimulus	Stuhl	NaN	0	2.7188992000001306	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
44.94407890000002	2.7189	sub-18	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
