filename	acq_time
meg/sub-24_task-main_split-01_meg.fif	2024-04-08T11:43:20.269983Z
meg/sub-24_task-main_split-02_meg.fif	2024-04-08T11:43:20.269983Z
meg/sub-24_task-rest1_meg.fif	2024-04-08T11:32:21.900192Z
meg/sub-24_task-rest2_meg.fif	2024-04-08T12:12:37.222457Z
