filename	acq_time
meg/sub-08_task-main_split-01_meg.fif	2024-03-13T09:00:10.147205Z
meg/sub-08_task-main_split-02_meg.fif	2024-03-13T09:00:10.147205Z
meg/sub-08_task-rest1_meg.fif	2024-03-13T08:45:49.933074Z
meg/sub-08_task-rest2_meg.fif	2024-03-13T09:28:54.767199Z
