filename	acq_time
meg/sub-28_task-main_split-01_meg.fif	2024-04-26T08:32:36.972195Z
meg/sub-28_task-main_split-02_meg.fif	2024-04-26T08:32:36.972195Z
meg/sub-28_task-rest1_meg.fif	2024-04-26T08:22:51.616596Z
meg/sub-28_task-rest2_meg.fif	2024-04-26T09:02:17.455379Z
