   111 -0.106600 0.046400 -0.060400 -0.014868 0.006120 -0.999871 -0.193488 -0.981097 -0.003200 -0.980990 0.193416 0.015771 1.000229
   112 -0.106600 0.046400 -0.060400 -0.193488 -0.981097 -0.003200 0.014868 -0.006120 0.999871 -0.980990 0.193416 0.015771 0.000437
   113 -0.106600 0.046400 -0.060400 -0.014868 0.006120 -0.999871 -0.193488 -0.981097 -0.003200 -0.980990 0.193416 0.015771 0.001034
   121 -0.102000 0.063100 -0.025600 0.001277 0.004529 -0.999989 -0.254035 -0.967184 -0.004714 -0.967194 0.254037 -0.000085 1.000186
   122 -0.102000 0.063100 -0.025600 0.001277 0.004529 -0.999989 -0.254035 -0.967184 -0.004714 -0.967194 0.254037 -0.000085 -0.002346
   123 -0.102000 0.063100 -0.025600 -0.254035 -0.967184 -0.004714 -0.001277 -0.004529 0.999989 -0.967194 0.254037 -0.000085 -0.000961
   131 -0.108500 0.030200 -0.026600 0.009787 0.001641 -0.999951 -0.087416 -0.996169 -0.002453 -0.996124 0.087435 -0.009606 1.000654
   132 -0.108500 0.030200 -0.026600 0.009787 0.001641 -0.999951 -0.087416 -0.996169 -0.002453 -0.996124 0.087435 -0.009606 -0.006904
   133 -0.108500 0.030200 -0.026600 -0.087416 -0.996169 -0.002453 -0.009787 -0.001641 0.999951 -0.996124 0.087435 -0.009606 -0.000178
   141 -0.109900 0.013100 -0.062700 -0.030413 0.002285 -0.999535 -0.032373 -0.999475 -0.001361 -0.999013 0.032317 0.030471 1.000203
   142 -0.109900 0.013100 -0.062700 -0.032373 -0.999475 -0.001361 0.030413 -0.002285 0.999535 -0.999013 0.032317 0.030471 -0.003436
   143 -0.109900 0.013100 -0.062700 -0.030413 0.002285 -0.999535 -0.032373 -0.999475 -0.001361 -0.999013 0.032317 0.030471 0.000761
   211 -0.107400 0.032900 0.008000 -0.057404 0.008332 -0.998316 -0.101384 -0.994844 -0.002507 -0.993190 0.101070 0.057953 1.001140
   212 -0.107400 0.032900 0.008000 -0.101384 -0.994844 -0.002507 0.057404 -0.008332 0.998316 -0.993190 0.101070 0.057953 -0.006026
   213 -0.107400 0.032900 0.008000 -0.057404 0.008332 -0.998316 -0.101384 -0.994844 -0.002507 -0.993190 0.101070 0.057953 -0.000129
   221 -0.098900 0.040300 0.041300 -0.341149 0.059463 -0.938127 -0.164257 -0.986414 -0.002779 -0.925546 0.153145 0.346281 1.005686
   222 -0.098900 0.040300 0.041300 -0.341149 0.059463 -0.938127 -0.164257 -0.986414 -0.002779 -0.925546 0.153145 0.346281 -0.007642
   223 -0.098900 0.040300 0.041300 -0.164257 -0.986414 -0.002779 0.341149 -0.059463 0.938127 -0.925546 0.153145 0.346281 -0.000672
   231 -0.101100 0.004400 0.040800 -0.347878 0.008916 -0.937497 0.045475 -0.998618 -0.026364 -0.936436 -0.051805 0.346992 1.001619
   232 -0.101100 0.004400 0.040800 -0.347878 0.008916 -0.937497 0.045475 -0.998618 -0.026364 -0.936436 -0.051805 0.346992 -0.004256
   233 -0.101100 0.004400 0.040800 0.045475 -0.998618 -0.026364 0.347878 -0.008916 0.937497 -0.936436 -0.051805 0.346992 -0.000402
   241 -0.108300 -0.001100 0.007100 -0.069294 -0.010582 -0.997540 0.088300 -0.996084 0.004471 -0.993681 -0.087773 0.069957 1.002448
   242 -0.108300 -0.001100 0.007100 0.088300 -0.996084 0.004471 0.069294 0.010582 0.997540 -0.993681 -0.087773 0.069957 -0.003376
   243 -0.108300 -0.001100 0.007100 -0.069294 -0.010582 -0.997540 0.088300 -0.996084 0.004471 -0.993681 -0.087773 0.069957 0.000925
   311 -0.086100 0.098800 0.009000 -0.031525 0.116186 -0.992727 -0.485911 -0.869730 -0.086372 -0.873440 0.479653 0.083874 0.999584
   312 -0.086100 0.098800 0.009000 -0.485911 -0.869730 -0.086372 0.031525 -0.116186 0.992727 -0.873440 0.479653 0.083874 -0.007496
