onset	duration	trial_type	value	sample
35.687	0.0	fixation pre 1	81	35687
39.497	0.0	localizer Shoe onset	4	39497
42.367	0.0	localizer Face onset	1	42367
46.087	0.0	localizer House onset	2	46087
50.008	0.0	localizer Chair distractor onset	105	50008
50.589	0.0	localizer sound coin	31	50589
53.446	0.0	localizer Chair onset	5	53446
56.352	0.0	localizer Cat onset	3	56352
59.822	0.0	localizer Chair onset	5	59822
63.343	0.0	localizer Shoe onset	4	63343
66.497	0.0	localizer Cat distractor onset	103	66497
67.112	0.0	localizer sound coin	31	67112
69.418	0.0	localizer Cat onset	3	69418
72.541	0.0	localizer House onset	2	72541
75.876	0.0	localizer Face onset	1	75876
78.747	0.0	localizer Chair onset	5	78747
81.884	0.0	localizer Face onset	1	81884
85.255	0.0	localizer Shoe distractor onset	104	85255
85.819	0.0	localizer sound coin	31	85819
88.476	0.0	localizer Chair onset	5	88476
91.113	0.0	localizer House onset	2	91113
94.651	0.0	localizer House onset	2	94651
97.688	0.0	localizer Shoe onset	4	97688
101.677	0.0	localizer Shoe onset	4	101677
104.932	0.0	localizer House distractor onset	102	104932
105.495	0.0	localizer sound coin	31	105495
108.086	0.0	localizer Cat onset	3	108086
110.973	0.0	localizer Face onset	1	110973
113.893	0.0	localizer Face distractor onset	101	113893
114.44	0.0	localizer sound coin	31	114440
116.713	0.0	localizer Cat onset	3	116713
119.313	0.0	fixation pre 2	82	119313
122.821	0.0	cue Face	11	122821
126.168	0.0	sequence Cat onset	23	126168
126.306	0.0	sequence Shoe onset	24	126306
126.439	0.0	sequence Chair onset	25	126439
126.573	0.0	sequence Face onset	21	126573
126.706	0.0	sequence House onset	22	126706
126.84	0.0	Sequence Buffer start	61	126840
135.377	0.0	Sequence Buffer stop	62	135377
136.77	0.0	sequencesound coin	71	136770
137.273	0.0	cue Shoe	14	137273
140.587	0.0	sequence Cat onset	23	140587
140.825	0.0	sequence House onset	22	140825
141.059	0.0	sequence Chair onset	25	141059
141.292	0.0	sequence Face onset	21	141292
141.526	0.0	sequence Shoe onset	24	141526
141.76	0.0	Sequence Buffer start	61	141760
149.814	0.0	Sequence Buffer stop	62	149814
150.856	0.0	sequencesound coin	71	150856
151.358	0.0	cue Cat	13	151358
154.671	0.0	sequence Shoe onset	24	154671
154.843	0.0	sequence Chair onset	25	154843
155.01	0.0	sequence House onset	22	155010
155.177	0.0	sequence Face onset	21	155177
155.344	0.0	sequence Cat onset	23	155344
155.511	0.0	Sequence Buffer start	61	155511
163.887	0.0	Sequence Buffer stop	62	163887
165.057	0.0	sequencesound coin	71	165057
165.558	0.0	cue Cat	13	165558
168.873	0.0	sequence House onset	22	168873
169.496	0.0	sequence Chair onset	25	169496
170.113	0.0	sequence Face onset	21	170113
170.748	0.0	sequence Shoe onset	24	170748
171.365	0.0	sequence Cat onset	23	171365
171.983	0.0	Sequence Buffer start	61	171983
178.142	0.0	Sequence Buffer stop	62	178142
179.143	0.0	sequencesound coin	71	179143
179.643	0.0	cue Cat	13	179643
182.958	0.0	sequence Face onset	21	182958
183.181	0.0	sequence Shoe onset	24	183181
183.414	0.0	sequence House onset	22	183414
183.648	0.0	sequence Chair onset	25	183648
183.881	0.0	sequence Cat onset	23	183881
184.115	0.0	Sequence Buffer start	61	184115
192.189	0.0	Sequence Buffer stop	62	192189
193.628	0.0	sequencesound coin	71	193628
194.13	0.0	cue Shoe	14	194130
197.443	0.0	sequence House onset	22	197443
197.583	0.0	sequence Shoe onset	24	197583
197.716	0.0	sequence Cat onset	23	197716
197.85	0.0	sequence Face onset	21	197850
197.983	0.0	sequence Chair onset	25	197983
198.117	0.0	Sequence Buffer start	61	198117
206.652	0.0	Sequence Buffer stop	62	206652
207.947	0.0	sequencesound coin	71	207947
208.45	0.0	cue Cat	13	208450
211.763	0.0	sequence House onset	22	211763
211.935	0.0	sequence Face onset	21	211935
212.102	0.0	sequence Chair onset	25	212102
212.269	0.0	sequence Shoe onset	24	212269
212.436	0.0	sequence Cat onset	23	212436
212.603	0.0	Sequence Buffer start	61	212603
220.985	0.0	Sequence Buffer stop	62	220985
222.132	0.0	sequencesound coin	71	222132
222.636	0.0	cue Shoe	14	222636
225.948	0.0	sequence House onset	22	225948
226.554	0.0	sequence Chair onset	25	226554
227.172	0.0	sequence Cat onset	23	227172
227.789	0.0	sequence Shoe onset	24	227789
228.407	0.0	sequence Face onset	21	228407
229.024	0.0	Sequence Buffer start	61	229024
235.162	0.0	Sequence Buffer stop	62	235162
237.286	0.0	sequencesound coin	71	237286
237.786	0.0	fixation pre 1	81	237786
241.594	0.0	localizer Face onset	1	241594
244.816	0.0	localizer House onset	2	244816
248.153	0.0	localizer Cat onset	3	248153
251.19	0.0	localizer Shoe onset	4	251190
255.513	0.0	localizer Face onset	1	255513
258.817	0.0	localizer Shoe onset	4	258817
262.255	0.0	localizer Shoe distractor onset	104	262255
262.852	0.0	localizer sound coin	31	262852
265.51	0.0	localizer House onset	2	265510
268.88	0.0	localizer House onset	2	268880
272.134	0.0	localizer Chair distractor onset	105	272134
272.682	0.0	localizer sound coin	31	272682
275.505	0.0	localizer Chair onset	5	275505
278.476	0.0	localizer Shoe onset	4	278476
280.896	0.0	localizer Cat onset	3	280896
283.333	0.0	localizer Cat distractor onset	103	283333
283.913	0.0	localizer sound coin	31	283913
287.104	0.0	localizer Face onset	1	287104
