onset	duration	trial_type	value	sample
28.802	0.0	fixation pre 1	81	28802
32.611	0.0	localizer Chair onset	5	32611
36.733	0.0	localizer Shoe onset	4	36733
39.954	0.0	localizer Chair onset	5	39954
43.793	0.0	localizer House distractor onset	102	43793
44.339	0.0	localizer sound coin	31	44339
47.33	0.0	localizer Shoe onset	4	47330
50.3	0.0	localizer Shoe distractor onset	104	50300
50.814	0.0	localizer sound coin	31	50814
53.288	0.0	localizer House onset	2	53288
55.708	0.0	localizer House onset	2	55708
59.062	0.0	localizer Chair distractor onset	105	59062
59.593	0.0	localizer sound coin	31	59593
61.615	0.0	localizer Chair onset	5	61615
64.836	0.0	localizer Cat distractor onset	103	64836
65.35	0.0	localizer sound coin	31	65350
68.191	0.0	localizer Shoe onset	4	68191
71.228	0.0	localizer Cat onset	3	71228
75.15	0.0	localizer House onset	2	75150
77.921	0.0	localizer Cat onset	3	77921
82.076	0.0	localizer Cat onset	3	82076
85.964	0.0	localizer Face distractor onset	101	85964
86.495	0.0	localizer sound coin	31	86495
89.369	0.0	localizer Cat onset	3	89369
93.39	0.0	localizer Chair onset	5	93390
97.112	0.0	localizer Face onset	1	97112
101.084	0.0	localizer House onset	2	101084
103.954	0.0	localizer Face onset	1	103954
107.342	0.0	localizer Face onset	1	107342
110.797	0.0	localizer Shoe onset	4	110797
113.784	0.0	localizer Face onset	1	113784
114.315	0.0	localizer sound error	30	114315
117.002	0.0	fixation pre 2	82	117002
120.509	0.0	cue Cat	13	120509
123.855	0.0	sequence Face onset	21	123855
124.461	0.0	sequence Shoe onset	24	124461
125.079	0.0	sequence House onset	22	125079
125.696	0.0	sequence Chair onset	25	125696
126.314	0.0	sequence Cat onset	23	126314
126.931	0.0	Sequence Buffer start	61	126931
133.071	0.0	Sequence Buffer stop	62	133071
134.058	0.0	sequencesound coin	71	134058
134.561	0.0	cue House	12	134561
137.874	0.0	sequence Shoe onset	24	137874
138.496	0.0	sequence Cat onset	23	138496
139.114	0.0	sequence House onset	22	139114
139.731	0.0	sequence Chair onset	25	139731
140.349	0.0	sequence Face onset	21	140349
140.966	0.0	Sequence Buffer start	61	140966
147.118	0.0	Sequence Buffer stop	62	147118
147.959	0.0	sequencesound coin	71	147959
148.462	0.0	cue Chair	15	148462
151.775	0.0	sequence Cat onset	23	151775
152.014	0.0	sequence Face onset	21	152014
152.248	0.0	sequence House onset	22	152248
152.481	0.0	sequence Chair onset	25	152481
152.715	0.0	sequence Shoe onset	24	152715
152.949	0.0	Sequence Buffer start	61	152949
161.008	0.0	Sequence Buffer stop	62	161008
162.662	0.0	sequencesound coin	71	162662
163.164	0.0	cue Shoe	14	163164
166.477	0.0	sequence Chair onset	25	166477
166.65	0.0	sequence Face onset	21	166650
166.817	0.0	sequence Cat onset	23	166817
166.984	0.0	sequence Shoe onset	24	166984
167.151	0.0	sequence House onset	22	167151
167.318	0.0	Sequence Buffer start	61	167318
175.706	0.0	Sequence Buffer stop	62	175706
176.514	0.0	sequencesound coin	71	176514
177.017	0.0	cue Chair	15	177017
180.329	0.0	sequence Cat onset	23	180329
180.452	0.0	sequence Face onset	21	180452
180.585	0.0	sequence Shoe onset	24	180585
180.718	0.0	sequence Chair onset	25	180718
180.852	0.0	sequence House onset	22	180852
180.986	0.0	Sequence Buffer start	61	180986
189.518	0.0	Sequence Buffer stop	62	189518
190.232	0.0	sequencesound coin	71	190232
190.735	0.0	cue Cat	13	190735
194.047	0.0	sequence Chair onset	25	194047
194.286	0.0	sequence Shoe onset	24	194286
194.52	0.0	sequence Cat onset	23	194520
194.754	0.0	sequence Face onset	21	194754
194.987	0.0	sequence House onset	22	194987
195.221	0.0	Sequence Buffer start	61	195221
203.279	0.0	Sequence Buffer stop	62	203279
204.117	0.0	sequencesound coin	71	204117
204.617	0.0	cue Cat	13	204617
207.932	0.0	sequence House onset	22	207932
208.071	0.0	sequence Shoe onset	24	208071
208.205	0.0	sequence Chair onset	25	208205
208.338	0.0	sequence Face onset	21	208338
208.472	0.0	sequence Cat onset	23	208472
208.605	0.0	Sequence Buffer start	61	208605
217.144	0.0	Sequence Buffer stop	62	217144
218.135	0.0	sequencesound coin	71	218135
218.637	0.0	cue Shoe	14	218637
221.951	0.0	sequence House onset	22	221951
222.106	0.0	sequence Cat onset	23	222106
222.273	0.0	sequence Shoe onset	24	222273
222.44	0.0	sequence Face onset	21	222440
222.607	0.0	sequence Chair onset	25	222607
222.774	0.0	Sequence Buffer start	61	222774
231.164	0.0	Sequence Buffer stop	62	231164
232.037	0.0	sequencesound coin	71	232037
232.537	0.0	fixation pre 1	81	232537
236.345	0.0	localizer Cat onset	3	236345
239.483	0.0	localizer Cat onset	3	239483
243.088	0.0	localizer House distractor onset	102	243088
243.618	0.0	localizer sound coin	31	243618
246.427	0.0	localizer Cat onset	3	246427
249.413	0.0	localizer Face onset	1	249413
249.943	0.0	localizer sound error	30	249943
252.617	0.0	localizer Chair onset	5	252617
256.038	0.0	localizer Chair onset	5	256038
259.609	0.0	localizer Shoe onset	4	259609
262.88	0.0	localizer Shoe onset	4	262880
266.118	0.0	localizer Chair distractor onset	105	266118
266.882	0.0	localizer sound coin	31	266882
269.339	0.0	localizer Face onset	1	269339
272.66	0.0	localizer Face onset	1	272660
275.831	0.0	localizer Shoe onset	4	275831
279.419	0.0	localizer Face distractor onset	101	279419
280.033	0.0	localizer sound coin	31	280033
282.99	0.0	localizer House onset	2	282990
286.228	0.0	localizer House onset	2	286228
290.35	0.0	localizer Shoe distractor onset	104	290350
290.88	0.0	localizer sound coin	31	290880
293.22	0.0	localizer Cat onset	3	293220
296.391	0.0	localizer Chair onset	5	296391
299.111	0.0	localizer Cat distractor onset	103	299111
299.658	0.0	localizer sound coin	31	299658
301.882	0.0	localizer Shoe onset	4	301882
304.569	0.0	localizer House onset	2	304569
308.49	0.0	localizer Chair onset	5	308490
311.912	0.0	localizer House onset	2	311912
314.832	0.0	localizer Face onset	1	314832
317.399	0.0	fixation pre 2	82	317399
320.904	0.0	cue Shoe	14	320904
324.218	0.0	sequence Chair onset	25	324218
324.374	0.0	sequence Face onset	21	324374
324.541	0.0	sequence Cat onset	23	324541
324.708	0.0	sequence Shoe onset	24	324708
324.875	0.0	sequence House onset	22	324875
325.042	0.0	Sequence Buffer start	61	325042
333.42	0.0	Sequence Buffer stop	62	333420
334.271	0.0	sequencesound coin	71	334271
334.774	0.0	cue House	12	334774
338.087	0.0	sequence House onset	22	338087
338.226	0.0	sequence Shoe onset	24	338226
338.359	0.0	sequence Chair onset	25	338359
338.493	0.0	sequence Face onset	21	338493
338.627	0.0	sequence Cat onset	23	338627
338.76	0.0	Sequence Buffer start	61	338760
347.285	0.0	Sequence Buffer stop	62	347285
348.006	0.0	sequencesound coin	71	348006
348.509	0.0	cue Cat	13	348509
351.822	0.0	sequence Chair onset	25	351822
352.061	0.0	sequence Shoe onset	24	352061
352.295	0.0	sequence Cat onset	23	352295
352.528	0.0	sequence Face onset	21	352528
