filename	acq_time
meg/sub-11_task-main_split-01_meg.fif	2024-03-08T11:01:17.597260Z
meg/sub-11_task-main_split-02_meg.fif	2024-03-08T11:01:17.597260Z
meg/sub-11_task-rest1_meg.fif	2024-03-08T10:49:36.368722Z
meg/sub-11_task-rest2_meg.fif	2024-03-08T11:33:16.051290Z
