onset	duration	subject	session	condition	trial_type	stim_label	key_down	orientation	interval_time	response_time	accuracy	stim_index	serial_position	key_expected	key_pressed	choice_left	choice_right	choice_correct
1.2529971999992997	1.5206	sub-01	1	instruction	instruction	language_selection	german	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.33461100000022	0.4994	sub-01	1	localizer	stimulus	Katze	NaN	0	2.5351573999996617	NaN	1.0	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36.81760089999989	2.5352	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
39.6539359999988	0.4995	sub-01	1	localizer	stimulus	Stuhl	NaN	0	2.8190240999992895	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
40.13685160000023	2.819	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.25696199999948	0.4995	sub-01	1	localizer	stimulus	Schuh	NaN	0	2.351756000000023	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
43.73985299999913	2.3518	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.39276059999975	0.4996	sub-01	1	localizer	stimulus	Schuh	NaN	180	2.5351511999997527	-43.58341360000122	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
46.87578509999912	2.5352	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
49.71205249999912	0.4995	sub-01	1	localizer	stimulus	Katze	NaN	0	2.4354354000006424	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
50.19496959999924	2.4354	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
52.93148929999916	0.4994	sub-01	1	localizer	stimulus	Schuh	NaN	0	2.485119199998735	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
53.41433560000041	2.4851	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.20064129999992	0.4996	sub-01	1	localizer	stimulus	Haus	NaN	180	2.268411400000332	-43.55140229999961	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
56.68359409999903	2.2684	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.253087299999606	0.4996	sub-01	1	localizer	stimulus	Stuhl	NaN	0	2.63537880000149	NaN	True	NaN	NaN	NaN	NaN	NaN	NaN	NaN
59.73600069999884	2.6354	sub-01	1	localizer	blank	interval	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
