onset	duration	trial_type	value	sample
27.469	0.0	fixation pre 1	81	27469
31.277	0.0	localizer Chair onset	5	31277
35.716	0.0	localizer House onset	2	35716
38.687	0.0	localizer House onset	2	38687
42.024	0.0	localizer Face onset	1	42024
45.647	0.0	localizer Face onset	1	45647
49.534	0.0	localizer Shoe onset	4	49534
50.098	0.0	localizer sound error	30	50098
52.438	0.0	localizer Chair onset	5	52438
54.624	0.0	localizer Shoe distractor onset	104	54624
55.255	0.0	localizer sound coin	31	55255
57.394	0.0	localizer Cat onset	3	57394
61.049	0.0	localizer Shoe onset	4	61049
64.738	0.0	localizer Shoe onset	4	64738
67.992	0.0	localizer House distractor onset	102	67992
68.606	0.0	localizer sound coin	31	68606
71.53	0.0	localizer Shoe onset	4	71530
74.584	0.0	localizer Face onset	1	74584
77.805	0.0	localizer House onset	2	77805
81.343	0.0	localizer Cat distractor onset	103	81343
81.857	0.0	localizer sound coin	31	81857
84.13	0.0	localizer House onset	2	84130
87.017	0.0	localizer Chair distractor onset	105	87017
87.645	0.0	localizer sound coin	31	87645
89.971	0.0	localizer Chair onset	5	89971
94.11	0.0	localizer Face distractor onset	101	94110
94.74	0.0	localizer sound coin	31	94740
98.198	0.0	localizer Cat onset	3	98198
102.137	0.0	localizer Cat onset	3	102137
105.524	0.0	localizer Chair onset	5	105524
107.744	0.0	localizer Cat onset	3	107744
111.033	0.0	localizer Face onset	1	111033
113.482	0.0	fixation pre 2	82	113482
116.989	0.0	cue Shoe	14	116989
120.335	0.0	sequence House onset	22	120335
120.457	0.0	sequence Face onset	21	120457
120.591	0.0	sequence Chair onset	25	120591
120.724	0.0	sequence Cat onset	23	120724
120.858	0.0	sequence Shoe onset	24	120858
120.992	0.0	Sequence Buffer start	61	120992
129.531	0.0	Sequence Buffer stop	62	129531
130.288	0.0	sequencesound coin	71	130288
130.789	0.0	cue Shoe	14	130789
134.105	0.0	sequence Face onset	21	134105
134.276	0.0	sequence House onset	22	134276
134.442	0.0	sequence Cat onset	23	134442
134.609	0.0	sequence Shoe onset	24	134609
134.776	0.0	sequence Chair onset	25	134776
