onset	duration	trial_type	value	sample
24.132	0.0	fixation pre 1	81	24132
27.941	0.0	localizer Cat onset	3	27941
30.594	0.0	localizer Cat distractor onset	103	30594
31.341	0.0	localizer sound coin	31	31341
33.097	0.0	localizer Shoe onset	4	33097
35.967	0.0	localizer Shoe onset	4	35967
39.405	0.0	localizer Chair onset	5	39405
43.26	0.0	localizer Cat onset	3	43260
47.267	0.0	localizer Face distractor onset	101	47267
47.93	0.0	localizer sound coin	31	47930
49.903	0.0	localizer Face onset	1	49903
52.408	0.0	localizer House onset	2	52408
56.027	0.0	localizer Cat onset	3	56027
60.133	0.0	localizer House onset	2	60133
63.454	0.0	localizer Chair onset	5	63454
67.943	0.0	localizer Face onset	1	67943
70.914	0.0	localizer Cat onset	3	70914
74.101	0.0	localizer Chair distractor onset	105	74101
74.681	0.0	localizer sound coin	31	74681
78.19	0.0	localizer Chair onset	5	78190
81.661	0.0	localizer House onset	2	81661
85.166	0.0	localizer Face onset	1	85166
89.622	0.0	localizer Chair onset	5	89622
92.693	0.0	localizer Shoe onset	4	92693
96.531	0.0	localizer House distractor onset	102	96531
97.161	0.0	localizer sound coin	31	97161
99.251	0.0	localizer House onset	2	99251
102.071	0.0	localizer Shoe distractor onset	104	102071
102.668	0.0	localizer sound coin	31	102668
105.192	0.0	localizer Face onset	1	105192
107.995	0.0	localizer Shoe onset	4	107995
111.013	0.0	fixation pre 2	82	111013
114.52	0.0	cue Chair	15	114520
117.867	0.0	sequence Face onset	21	117867
117.988	0.0	sequence House onset	22	117988
118.122	0.0	sequence Chair onset	25	118122
118.256	0.0	sequence Cat onset	23	118256
118.389	0.0	sequence Shoe onset	24	118389
118.523	0.0	Sequence Buffer start	61	118523
127.053	0.0	Sequence Buffer stop	62	127053
128.069	0.0	sequencesound coin	71	128069
128.571	0.0	cue Shoe	14	128571
131.885	0.0	sequence House onset	22	131885
132.491	0.0	sequence Face onset	21	132491
133.108	0.0	sequence Shoe onset	24	133108
133.726	0.0	sequence Cat onset	23	133726
134.343	0.0	sequence Chair onset	25	134343
134.961	0.0	Sequence Buffer start	61	134961
141.099	0.0	Sequence Buffer stop	62	141099
141.954	0.0	sequencesound coin	71	141954
142.458	0.0	cue House	12	142458
145.769	0.0	sequence Shoe onset	24	145769
145.925	0.0	sequence Face onset	21	145925
146.092	0.0	sequence Cat onset	23	146092
146.259	0.0	sequence House onset	22	146259
146.426	0.0	sequence Chair onset	25	146426
146.593	0.0	Sequence Buffer start	61	146593
