onset	duration	trial_type	value	sample
33.293	0.0	fixation pre 1	81	33293
37.102	0.0	localizer Shoe distractor onset	104	37102
37.983	0.0	localizer sound coin	31	37983
40.239	0.0	localizer Chair onset	5	40239
43.16	0.0	localizer Cat onset	3	43160
46.497	0.0	localizer Cat onset	3	46497
49.952	0.0	localizer Face onset	1	49952
53.323	0.0	localizer Cat onset	3	53323
57.579	0.0	localizer Shoe onset	4	57579
58.126	0.0	localizer sound error	30	58126
61.551	0.0	localizer Face onset	1	61551
64.271	0.0	localizer Face onset	1	64271
68.126	0.0	localizer Chair distractor onset	105	68126
68.79	0.0	localizer sound coin	31	68790
72.248	0.0	localizer Shoe onset	4	72248
76.239	0.0	localizer Cat distractor onset	103	76239
76.934	0.0	localizer sound coin	31	76934
80.008	0.0	localizer Chair onset	5	80008
83.763	0.0	localizer Face onset	1	83763
86.517	0.0	localizer House distractor onset	102	86517
87.164	0.0	localizer sound coin	31	87164
89.621	0.0	localizer Shoe onset	4	89621
94.078	0.0	localizer House onset	2	94078
97.281	0.0	localizer Cat onset	3	97281
101.737	0.0	localizer House onset	2	101737
104.558	0.0	localizer Chair onset	5	104558
108.296	0.0	localizer Chair onset	5	108296
112.101	0.0	localizer House onset	2	112101
115.321	0.0	localizer House onset	2	115321
118.876	0.0	localizer Face distractor onset	101	118876
119.507	0.0	localizer sound coin	31	119507
122.081	0.0	localizer Shoe onset	4	122081
125.214	0.0	fixation pre 2	82	125214
128.722	0.0	cue Cat	13	128722
132.068	0.0	sequence Chair onset	25	132068
132.223	0.0	sequence Shoe onset	24	132223
132.39	0.0	sequence House onset	22	132390
132.557	0.0	sequence Cat onset	23	132557
132.724	0.0	sequence Face onset	21	132724
132.891	0.0	Sequence Buffer start	61	132891
141.264	0.0	Sequence Buffer stop	62	141264
142.238	0.0	sequencesound coin	71	142238
142.739	0.0	cue House	12	142739
146.053	0.0	sequence Cat onset	23	146053
146.175	0.0	sequence Face onset	21	146175
146.308	0.0	sequence Shoe onset	24	146308
